lat,lon,años_validos,gap,longest_run,cluster_raw,cluster,std
-35.75,141.75,36,0,36,0.0,3.0,0.26045737
-35.75,142.25,36,0,36,0.0,3.0,0.32302415
-35.75,142.75,36,0,36,0.0,3.0,0.27170768
-35.75,143.25,36,0,36,0.0,3.0,0.27750927
-35.75,143.75,36,0,36,0.0,3.0,0.3404151
-35.75,144.25,36,0,36,0.0,3.0,0.49508485
-35.75,144.75,36,0,36,0.0,3.0,0.58404267
-35.75,145.25,36,0,36,0.0,3.0,0.6141319
-35.75,145.75,36,0,36,0.0,3.0,0.7097553
-35.75,146.25,36,0,36,0.0,3.0,0.7708377
-35.75,146.75,36,0,36,0.0,3.0,0.8621116
-35.75,147.25,36,0,36,0.0,3.0,0.91733813
-35.75,147.75,36,0,36,0.0,3.0,0.7862728
-35.75,148.25,36,0,36,0.0,3.0,0.7934179
-35.75,149.25,35,1,35,0.0,3.0,0.5548999
-35.75,149.75,36,0,36,0.0,3.0,0.83855003
-35.75,287.75,36,0,36,0.0,3.0,0.28517914
-35.75,288.25,36,0,36,0.0,3.0,0.31631815
-35.75,288.75,36,0,36,0.0,3.0,0.38466728
-35.75,294.25,36,0,36,0.0,3.0,0.25726807
-35.75,294.75,36,0,36,0.0,3.0,0.25215235
-35.75,295.25,36,0,36,0.0,3.0,0.34161782
-35.75,295.75,36,0,36,0.0,3.0,0.36719432
-35.75,296.25,36,0,36,0.0,3.0,0.334546
-35.75,296.75,36,0,36,0.0,3.0,0.34743887
-35.75,297.25,36,0,36,0.0,3.0,0.3502174
-35.75,297.75,36,0,36,0.0,3.0,0.3968663
-35.75,298.25,36,0,36,0.0,3.0,0.40571356
-35.75,298.75,36,0,36,0.0,3.0,0.39261898
-35.75,299.25,36,0,36,0.0,3.0,0.37151188
-35.75,299.75,36,0,36,0.0,3.0,0.46305174
-35.75,300.25,36,0,36,0.0,3.0,0.46500286
-35.75,300.75,36,0,36,0.0,3.0,0.60205156
